,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
9821,Sarjapur  Road,3009.0,3,1,331.0,3,11000.33233632436
9822,Kaggalipura,1150.0,2,1,57.5,3,5000.0
9823,Kaggadasapura,1654.0,3,3,70.0,3,4232.1644498186215
9824,other,4500.0,3,0,225.0,4,5000.0
9825,Kadugodi,1890.0,4,3,125.0,3,6613.756613756614
9826,Kasavanhalli,1069.0,2,2,55.0,2,5144.9953227315245
9829,Hormavu,2400.0,3,1,177.0,3,7375.0
9832,7th Phase JP Nagar,1680.0,3,3,130.0,3,7738.0952380952385
9834,Sarjapur  Road,1700.0,3,2,93.5,3,5500.0
9835,other,2200.0,2,0,150.0,4,6818.181818181818
9836,Thanisandra,1595.0,3,1,105.0,3,6583.0721003134795
9837,Hennur Road,1480.0,3,2,100.0,3,6756.756756756757
9838,other,1092.0,3,1,95.0,3,8699.6336996337
9840,Hebbal,3895.0,3,2,390.0,3,10012.836970474968
9841,Banashankari,1683.0,3,2,115.0,3,6833.036244800951
9842,Dasanapura,545.0,2,1,22.34,2,4099.082568807339
9843,Banaswadi,1340.0,2,2,73.0,2,5447.761194029851
9844,other,1100.0,3,2,53.0,3,4818.181818181818
9845,Akshaya Nagar,2000.0,1,0,200.0,1,10000.0
9846,Whitefield,1185.0,2,2,56.0,2,4725.738396624472
9848,Haralur Road,1730.0,3,1,95.0,3,5491.329479768786
9849,Hennur Road,1450.0,3,1,88.6,3,6110.3448275862065
9850,Sarjapur  Road,1862.0,4,1,110.0,3,5907.626208378088
9852,Old Madras Road,2430.0,5,2,180.0,3,7407.407407407408
9853,Hoodi,863.0,1,0,40.55,1,4698.725376593278
9854,other,1170.0,2,3,50.0,2,4273.504273504273
9855,other,1075.0,2,2,50.0,2,4651.162790697675
9857,Sarjapur,850.0,2,2,32.0,2,3764.705882352941
9858,other,935.0,2,1,45.9,2,4909.090909090909
9859,Gollarapalya Hosahalli,1905.0,3,3,86.0,4,4514.435695538058
9861,Uttarahalli,1125.0,2,1,47.0,2,4177.777777777777
9863,other,1500.0,4,1,105.0,4,7000.0
9864,Bannerghatta Road,1725.0,3,3,85.0,3,4927.536231884058
9866,Brookefield,1750.0,2,2,75.0,3,4285.714285714285
9867,7th Phase JP Nagar,2000.0,3,2,77.0,3,3850.0
9868,Koramangala,1745.0,3,3,98.0,3,5616.045845272206
9870,Uttarahalli,1270.0,2,2,55.25,3,4350.393700787402
9871,Iblur Village,5384.0,5,3,420.0,5,7800.891530460624
9872,Sahakara Nagar,1180.0,2,2,72.0,2,6101.6949152542375
9873,other,1130.0,2,1,75.0,2,6637.168141592921
9874,Old Airport Road,2774.0,4,3,197.0,4,7101.658255227109
9875,Ardendale,1723.0,3,2,95.0,3,5513.6390017411495
9876,Mysore Road,1175.0,2,2,70.5,2,6000.0
9877,Ambalipura,1607.0,2,2,112.0,3,6969.508400746733
9878,other,1334.0,2,1,62.0,2,4647.67616191904
9879,other,2800.0,5,3,130.0,5,4642.857142857143
9880,Bellandur,1138.0,3,2,128.0,3,11247.80316344464
9881,Bannerghatta,1113.0,2,1,70.0,2,6289.308176100629
9882,9th Phase JP Nagar,1300.0,2,2,58.0,3,4461.538461538462
9884,Sahakara Nagar,1200.0,2,2,60.0,2,5000.0
9885,other,1900.0,3,2,190.0,3,10000.0
9886,Jakkur,5150.0,4,3,559.0,4,10854.368932038835
9888,Whitefield,2956.0,5,3,234.0,4,7916.102841677944
9890,Panathur,1398.0,2,1,97.0,2,6938.483547925608
9891,Margondanahalli,1152.0,1,0,66.0,2,5729.166666666667
9893,Nagavara,1110.0,2,2,44.95,2,4049.5495495495497
9894,Devarachikkanahalli,1116.0,2,1,47.0,2,4211.469534050179
9897,7th Phase JP Nagar,1300.0,2,2,52.0,3,4000.0
9898,Yelahanka,1270.0,2,2,57.0,2,4488.188976377953
9899,other,966.0,2,2,50.0,2,5175.983436853002
9900,other,1200.0,4,1,110.0,4,9166.666666666666
9902,Iblur Village,3596.0,5,1,297.0,4,8259.176863181312
9903,other,1630.0,3,2,131.0,3,8036.80981595092
9905,other,600.0,4,2,60.0,4,10000.0
9906,Amruthahalli,1202.0,2,1,65.0,2,5407.65391014975
9908,Jakkur,1300.0,2,2,80.0,2,6153.846153846154
9910,Electronic City,1360.0,2,1,70.0,3,5147.058823529412
9911,Hennur Road,1155.0,2,1,69.18,2,5989.6103896103905
9913,Hulimavu,1011.0,2,2,38.0,2,3758.6547972304647
9914,HSR Layout,1203.0,2,2,72.0,2,5985.037406483791
9915,Hebbal,1645.0,3,2,113.0,3,6869.300911854103
9916,Horamavu Agara,1364.0,2,3,50.0,3,3665.689149560117
9918,other,1050.0,2,2,41.0,1,3904.7619047619046
9919,Kothanur,1365.0,3,3,66.0,3,4835.1648351648355
9920,Jigani,1252.0,3,3,70.0,3,5591.054313099042
9921,Jigani,1221.0,3,2,65.0,3,5323.505323505324
9922,Panathur,1065.0,2,1,58.0,2,5446.0093896713615
9923,Uttarahalli,1270.0,2,1,55.25,3,4350.393700787402
9924,Sahakara Nagar,1032.0,2,2,45.0,2,4360.46511627907
9925,Frazer Town,2900.0,4,2,325.0,4,11206.896551724138
9926,Sector 2 HSR Layout,1515.0,2,3,69.0,3,4554.455445544554
9927,other,1427.0,2,2,52.0,2,3644.008409250175
9928,Magadi Road,940.0,2,2,50.0,2,5319.148936170212
9930,Bannerghatta Road,1460.0,2,2,80.0,3,5479.45205479452
9931,Sarjapur  Road,2275.0,4,2,175.0,3,7692.307692307692
9932,9th Phase JP Nagar,1522.0,3,2,90.0,3,5913.272010512484
9934,Thanisandra,1185.0,2,2,42.67,2,3600.84388185654
9935,other,5425.0,13,0,275.0,13,5069.124423963133
9936,Banashankari,1800.0,3,2,125.0,3,6944.444444444444
9937,Electronics City Phase 1,940.0,2,1,44.0,2,4680.851063829788
9938,other,1200.0,4,2,135.0,4,11250.0
9939,Marathahalli,1530.0,3,2,71.0,3,4640.522875816993
9940,other,1050.0,2,1,48.0,2,4571.428571428572
9941,Subramanyapura,929.0,2,2,49.0,2,5274.48869752422
9942,Banjara Layout,3750.0,5,3,145.0,4,3866.6666666666665
9943,Whitefield,1530.0,3,3,75.0,3,4901.9607843137255
9944,other,900.0,2,1,48.0,2,5333.333333333333
9946,other,4041.0,4,2,345.0,4,8537.490720118782
9947,Ambalipura,770.0,1,2,43.82,1,5690.909090909091
9948,Kaval Byrasandra,1066.0,2,3,55.0,2,5159.474671669794
9949,Electronic City,635.0,1,0,28.0,1,4409.4488188976375
9950,Whitefield,1015.0,2,1,45.0,2,4433.4975369458125
9951,Hebbal,1175.0,2,0,54.05,2,4600.0
9952,other,1200.0,4,2,130.0,4,10833.333333333334
9953,Vidyaranyapura,1188.0,2,1,50.0,2,4208.754208754209
9955,other,620.0,1,1,25.0,1,4032.2580645161293
9956,other,1210.0,2,0,75.0,2,6198.347107438017
9957,Attibele,1000.0,3,1,90.0,3,9000.0
9958,Rajaji Nagar,1500.0,2,2,99.0,3,6600.0
9959,Electronic City,1800.0,3,2,190.0,4,10555.555555555555
9960,Thanisandra,1185.0,2,2,43.66,2,3684.3881856540083
9961,Basavangudi,1600.0,3,3,130.0,3,8125.0
9963,Yelahanka,1300.0,2,2,69.23,2,5325.384615384615
9964,Kasavanhalli,1100.0,2,1,68.0,2,6181.818181818182
9966,Panathur,1007.0,2,1,64.0,2,6355.511420059583
9967,Akshaya Nagar,1100.0,2,2,48.0,2,4363.636363636364
9969,R.T. Nagar,1150.0,2,2,72.0,2,6260.869565217391
9970,Nagavara,2400.0,3,2,252.0,3,10500.0
9971,other,1180.0,2,3,41.94,2,3554.237288135593
9972,Budigere,1820.0,3,2,85.2,3,4681.318681318681
9975,KR Puram,3628.0,4,1,246.0,4,6780.595369349504
9976,other,1430.0,3,2,70.0,3,4895.104895104895
9977,Kanakpura Road,700.0,2,1,40.0,2,5714.285714285715
9978,other,1200.0,1,0,70.0,2,5833.333333333333
9980,Jalahalli,1569.0,3,2,118.0,3,7520.713830465264
9981,other,1950.0,4,3,95.0,3,4871.794871794872
9982,other,1200.0,3,1,70.0,2,5833.333333333333
9983,Yelahanka New Town,2437.0,3,2,125.0,3,5129.257283545343
9984,Marathahalli,950.0,2,2,46.7,2,4915.789473684211
9985,Bellandur,1685.0,3,3,115.0,3,6824.925816023739
9986,Green Glen Layout,3270.0,4,3,205.0,4,6269.113149847095
9987,Sarjapur  Road,1314.0,2,2,110.0,2,8371.38508371385
9989,other,1130.0,2,2,68.0,2,6017.699115044248
9992,other,857.0,3,2,95.0,3,11085.180863477246
9993,Whitefield,2247.0,3,2,145.0,3,6453.048509123276
9994,Marathahalli,1550.0,3,2,85.0,3,5483.870967741936
9995,Hoodi,1715.0,2,2,100.0,3,5830.903790087464
9996,Hennur Road,1053.0,2,1,53.0,2,5033.2383665717
9997,Begur Road,1200.0,3,0,50.0,3,4166.666666666667
9999,other,2400.0,4,0,97.0,5,4041.6666666666665
10000,other,1245.0,1,3,60.0,2,4819.277108433735
10002,Whitefield,3940.0,5,3,265.0,4,6725.888324873096
10003,Thanisandra,1241.0,2,1,65.0,3,5237.711522965351
10004,7th Phase JP Nagar,2980.0,4,2,260.0,3,8724.832214765102
10006,Raja Rajeshwari Nagar,1090.0,2,2,57.0,2,5229.357798165138
10007,other,1390.0,2,1,50.0,3,3597.122302158273
10009,other,2750.0,5,2,275.0,3,10000.0
10010,Kanakpura Road,1100.0,2,1,52.97,3,4815.454545454545
10011,Koramangala,1350.0,2,2,103.0,2,7629.62962962963
10012,other,800.0,2,2,55.0,2,6875.0
10013,Sarjapur  Road,1787.0,3,2,116.0,3,6491.326245103525
10014,BTM Layout,2400.0,3,2,220.0,3,9166.666666666666
10015,Haralur Road,3700.0,4,2,325.0,4,8783.783783783783
10016,Sarjapur  Road,1691.0,3,2,93.01,3,5500.295683027794
10017,Bhoganhalli,2119.0,4,3,111.0,4,5238.319962246343
10018,Chikka Tirupathi,2325.0,3,2,95.0,3,4086.021505376344
10020,Akshaya Nagar,1896.0,3,2,102.0,3,5379.7468354430375
10022,other,1244.0,2,2,95.0,2,7636.655948553054
10023,Hormavu,1365.0,2,2,65.0,3,4761.9047619047615
10024,Thanisandra,580.0,1,1,27.5,1,4741.379310344828
10025,Hebbal,1355.0,3,2,83.87,3,6189.667896678967
10027,8th Phase JP Nagar,1513.0,2,3,62.0,2,4097.818902842036
10028,Banashankari,1175.0,2,1,41.13,2,3500.4255319148942
10029,Thanisandra,2087.0,4,2,139.0,3,6660.277910876856
10030,Talaghattapura,2273.0,3,2,145.0,3,6379.234491860977
10031,Thanisandra,2050.0,3,2,150.0,3,7317.073170731707
10032,other,1200.0,2,1,75.0,2,6250.0
10033,Whitefield,1190.0,2,3,59.0,2,4957.983193277311
10035,Marathahalli,1019.0,2,2,49.86,2,4893.032384690873
10036,Thigalarapalya,1830.0,3,2,133.0,3,7267.75956284153
10037,Channasandra,4278.0,7,1,299.0,7,6989.247311827957
10038,Sarjapur  Road,1028.0,2,1,56.0,2,5447.470817120623
10039,Old Madras Road,1300.0,2,2,100.0,2,7692.307692307692
10040,Whitefield,1160.0,2,1,67.0,2,5775.862068965517
10041,Mahadevpura,1505.0,3,2,78.0,3,5182.724252491695
10042,Kogilu,1250.0,2,1,55.55,2,4444.0
10044,Sarjapur,1175.0,2,1,41.68,2,3547.2340425531916
10045,other,1100.0,2,2,57.6,2,5236.363636363636
10046,other,2159.0,3,2,120.0,3,5558.12876331635
10047,Devanahalli,1230.0,2,1,56.45,2,4589.430894308943
10049,other,3100.0,6,1,165.0,5,5322.580645161291
10050,Old Madras Road,5020.0,7,0,287.0,5,5717.131474103586
10051,other,1200.0,1,0,48.0,1,4000.0
10052,other,1340.0,2,1,71.0,2,5298.507462686567
10053,Banashankari,1750.0,2,2,89.0,3,5085.714285714285
10054,other,1400.0,2,1,100.0,2,7142.857142857143
10055,Nagarbhavi,1350.0,3,0,60.0,3,4444.444444444444
10056,other,1675.0,3,3,62.0,3,3701.492537313433
10057,Thanisandra,1340.0,2,1,66.33,2,4950.0
10058,Malleshwaram,600.0,1,0,68.0,2,11333.333333333334
10059,Hulimavu,1276.0,2,2,76.0,2,5956.112852664577
10060,Ramagondanahalli,1738.0,2,3,76.0,3,4372.8423475258915
10061,other,1190.0,2,2,59.9,2,5033.6134453781515
10062,Electronic City,1128.0,2,1,65.45,2,5802.304964539007
10063,other,1250.0,2,1,55.0,2,4400.0
10064,other,1450.0,2,2,90.0,2,6206.896551724138
10065,Kudlu,1084.0,2,1,53.0,2,4889.29889298893
10066,Kaggadasapura,2150.0,4,2,90.0,4,4186.046511627907
10067,Koramangala,6000.0,4,0,625.0,4,10416.666666666666
10069,Hosur Road,1250.0,2,2,65.0,2,5200.0
10070,Seegehalli,2400.0,4,1,240.0,3,10000.0
10071,Begur,1304.0,3,0,65.0,3,4984.662576687117
10073,7th Phase JP Nagar,980.0,2,1,77.44,2,7902.040816326531
10074,other,1275.0,2,2,49.5,2,3882.3529411764707
10076,Banjara Layout,2500.0,4,0,140.0,3,5600.0
10077,other,3600.0,4,0,225.0,4,6250.0
10078,Anekal,2400.0,4,0,95.0,3,3958.3333333333335
10080,Kanakpura Road,1450.0,2,2,70.18,3,4840.000000000001
10081,Electronic City,890.0,2,1,40.0,2,4494.38202247191
10082,Bannerghatta Road,1340.0,2,3,85.0,2,6343.2835820895525
10083,Vidyaranyapura,1100.0,2,1,75.0,3,6818.181818181818
10084,Kengeri,750.0,2,1,40.0,2,5333.333333333333
10086,Akshaya Nagar,1300.0,2,2,66.0,2,5076.923076923077
10087,HRBR Layout,1301.0,2,1,120.0,2,9223.674096848577
10088,other,3200.0,8,1,130.0,9,4062.5
10089,other,1900.0,2,2,92.0,3,4842.105263157895
10090,Kanakpura Road,1299.0,2,1,105.0,2,8083.140877598153
10093,other,925.0,2,1,55.0,2,5945.945945945946
10094,other,3900.0,3,3,250.0,3,6410.25641025641
10095,Uttarahalli,1107.0,2,1,45.0,2,4065.040650406504
10096,other,1400.0,2,2,160.0,2,11428.57142857143
10097,Electronics City Phase 1,1300.0,2,1,67.0,2,5153.846153846154
10098,Yeshwanthpur,570.0,2,1,62.0,2,10877.192982456141
10099,other,1715.0,3,2,95.0,3,5539.35860058309
10100,Uttarahalli,1200.0,2,1,55.0,2,4583.333333333333
10102,other,703.0,2,1,60.0,2,8534.850640113798
10104,Marathahalli,1144.0,2,2,65.0,2,5681.818181818182
10105,Kanakpura Road,525.0,1,1,26.01,1,4954.285714285715
10106,other,1400.0,2,2,56.0,3,4000.0
10107,Balagere,661.0,1,1,33.0,1,4992.435703479577
10109,Kengeri Satellite Town,1200.0,5,2,70.0,5,5833.333333333333
10110,Yelahanka,1705.0,3,1,91.0,3,5337.243401759531
10112,Kadugodi,1430.0,2,0,55.0,3,3846.153846153846
10113,Marathahalli,1240.0,2,2,55.0,2,4435.4838709677415
10114,Garudachar Palya,1325.0,2,2,60.8,3,4588.679245283019
10115,Thanisandra,1230.0,2,2,44.0,2,3577.2357723577234
10119,Sarjapur  Road,3005.0,5,3,275.0,4,9151.414309484193
10121,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
10122,Kengeri Satellite Town,936.0,2,1,60.84,4,6500.0
10123,Banashankari Stage III,1500.0,2,2,100.0,3,6666.666666666667
10125,other,1073.0,2,2,72.0,2,6710.158434296365
10126,Kudlu,1300.0,2,2,56.0,2,4307.692307692308
10127,Sarjapur,4201.0,4,3,435.0,4,10354.677457748156
10129,Whitefield,1216.0,2,1,66.88,2,5500.0
10130,Jigani,1252.0,3,2,59.0,3,4712.460063897764
10131,Hormavu,1196.0,2,1,44.8,2,3745.819397993311
10132,Kudlu,1027.0,2,2,44.0,2,4284.323271665044
10134,other,1270.0,2,2,57.15,3,4500.0
10136,Kothannur,1215.0,2,3,48.6,3,4000.0
10138,Whitefield,1180.0,2,1,77.0,2,6525.423728813559
10140,other,4382.0,4,3,400.0,4,9128.251939753538
10141,Whitefield,2140.0,3,2,139.0,3,6495.327102803738
10142,Yeshwanthpur,1500.0,3,1,100.0,3,6666.666666666667
10143,Banaswadi,1008.0,2,2,52.0,2,5158.730158730159
10144,Ambedkar Nagar,1921.0,4,3,129.0,3,6715.252472670484
10146,Rajaji Nagar,1621.0,3,1,124.0,3,7649.599012954966
10148,other,1030.0,2,2,77.25,3,7500.0
10149,Whitefield,1314.0,2,1,84.0,2,6392.6940639269405
10150,Choodasandra,1220.0,3,1,56.0,3,4590.163934426229
10152,JP Nagar,1590.0,2,3,85.0,3,5345.911949685535
10153,other,703.0,2,1,49.5,2,7041.251778093883
10154,Hosakerehalli,1795.0,3,2,64.62,3,3600.0
10155,Gottigere,3000.0,3,0,132.0,4,4400.0
10156,Sarjapur  Road,4395.0,4,2,242.0,4,5506.257110352673
10157,Electronic City,825.0,2,1,35.0,2,4242.424242424242
10158,Yelahanka,4025.0,6,1,350.0,4,8695.652173913044
10159,other,1254.0,2,1,70.0,3,5582.13716108453
10160,Ramagondanahalli,2040.0,3,2,114.0,3,5588.235294117647
10161,Thigalarapalya,2215.0,4,2,154.0,3,6952.5959367945825
10162,Jalahalli,1478.0,2,2,125.0,2,8457.374830852503
10165,other,1820.0,3,2,79.5,3,4368.131868131868
10166,Horamavu Agara,1623.0,3,1,89.0,3,5483.672211953173
10167,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
10169,Gottigere,1613.0,3,3,72.0,3,4463.732176069436
10170,other,1293.0,2,2,80.0,2,6187.161639597834
10172,Kudlu Gate,940.0,2,1,69.57,2,7401.063829787233
10173,Sarjapur  Road,1181.0,2,1,65.0,3,5503.81033022862
10175,Marathahalli,1100.0,2,0,75.0,1,6818.181818181818
10177,Subramanyapura,1260.0,2,1,75.0,3,5952.380952380952
10179,other,1500.0,3,2,56.0,3,3733.3333333333335
10180,KR Puram,1200.0,6,3,132.0,6,11000.0
10181,other,1000.0,2,0,66.0,2,6600.0
10182,Whitefield,1530.0,3,3,73.0,3,4771.24183006536
10183,HSR Layout,1140.0,2,2,46.0,2,4035.0877192982457
10184,other,1864.0,3,3,115.0,3,6169.527896995708
10186,Attibele,1200.0,3,2,105.0,3,8750.0
10187,Raja Rajeshwari Nagar,945.0,2,1,45.0,2,4761.9047619047615
10188,Sarjapur  Road,1691.0,3,2,100.0,3,5913.660555884092
10189,other,1200.0,2,3,135.0,2,11250.0
10191,Kengeri,600.0,1,1,35.0,1,5833.333333333333
10193,other,1950.0,2,2,89.5,3,4589.74358974359
10194,Vittasandra,1650.0,3,1,85.0,3,5151.515151515152
10195,other,2400.0,4,1,150.0,4,6250.0
10196,Abbigere,795.0,1,1,32.6,2,4100.62893081761
10198,TC Palaya,1400.0,5,1,97.0,5,6928.571428571428
10199,Kalyan nagar,2285.0,4,1,165.0,3,7221.006564551422
10200,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
10201,other,1263.0,2,1,51.5,2,4077.593032462391
10202,other,1200.0,4,2,115.0,5,9583.333333333334
10203,Hennur,1345.0,2,1,69.0,3,5130.111524163569
10204,other,4400.0,5,3,240.0,5,5454.545454545455
10205,Electronic City,1360.0,2,1,58.0,3,4264.705882352941
10206,Sarjapur  Road,1026.0,2,1,60.55,2,5901.559454191033
10207,other,1050.0,2,2,38.0,2,3619.0476190476193
10208,Uttarahalli,1460.0,3,3,76.0,3,5205.479452054795
10209,other,1525.0,2,2,91.48,3,5998.688524590164
10210,Kanakpura Road,1843.0,3,2,85.0,3,4612.045577862181
10212,Koramangala,1642.0,2,1,115.0,3,7003.654080389769
10213,TC Palaya,1200.0,2,0,66.0,3,5500.0
10214,other,975.0,2,1,60.0,2,6153.846153846154
10215,Bisuvanahalli,1075.0,2,1,44.0,3,4093.0232558139537
10216,Panathur,1210.0,2,1,77.93,2,6440.495867768595
10217,other,2000.0,3,2,100.0,3,5000.0
10218,Akshaya Nagar,1225.0,2,0,68.0,2,5551.0204081632655
10219,Jakkur,1290.0,2,1,80.04,2,6204.651162790698
10220,other,1220.0,2,0,56.0,2,4590.163934426229
10221,other,1500.0,2,0,85.0,1,5666.666666666667
10222,Kaggadasapura,1361.0,2,2,79.0,2,5804.555473916238
10224,1st Phase JP Nagar,1394.0,2,2,85.0,2,6097.5609756097565
10226,other,5000.0,5,3,300.0,4,6000.0
10227,Rajaji Nagar,1222.0,2,2,98.0,2,8019.639934533551
10228,Hebbal,1420.0,2,1,99.39,2,6999.295774647887
10229,Bellandur,1846.0,3,2,135.0,3,7313.109425785482
10231,Yeshwanthpur,1167.0,2,2,64.08,2,5491.002570694088
10233,Kannamangala,2422.0,4,3,135.0,4,5573.905862923204
10234,Rachenahalli,1050.0,2,2,52.5,2,5000.0
10235,other,1000.0,2,0,50.0,2,5000.0
10236,Kundalahalli,1260.0,2,0,58.0,2,4603.174603174603
10238,Jigani,939.0,2,2,39.0,2,4153.35463258786
10239,Konanakunte,1590.0,6,1,150.0,9,9433.962264150943
10240,Jalahalli,600.0,1,0,37.0,1,6166.666666666667
10241,8th Phase JP Nagar,1298.0,2,1,59.0,2,4545.454545454545
10242,Marathahalli,1710.0,3,2,135.0,3,7894.736842105263
10243,Subramanyapura,1000.0,2,1,45.0,2,4500.0
10244,Ramagondanahalli,3350.0,3,3,150.0,3,4477.611940298508
10245,other,1200.0,4,1,138.0,2,11500.0
10246,other,1100.0,2,2,68.0,2,6181.818181818182
10247,Jalahalli,615.0,1,1,46.0,1,7479.674796747968
10248,Sarjapur  Road,1350.0,2,1,85.0,2,6296.2962962962965
10249,Sultan Palaya,5000.0,5,2,325.0,4,6500.0
10251,other,4000.0,6,2,460.0,6,11500.0
10252,Hegde Nagar,1718.0,3,2,130.0,3,7566.938300349243
10253,7th Phase JP Nagar,1680.0,3,2,112.0,3,6666.666666666667
10254,Hulimavu,1500.0,2,0,90.0,2,6000.0
10255,Sarjapur  Road,1157.0,2,1,72.0,3,6222.990492653414
10256,Akshaya Nagar,1179.0,2,1,51.0,2,4325.699745547074
10257,Hulimavu,1315.0,2,0,60.48,2,4599.239543726236
10259,Banashankari,1800.0,3,2,175.0,3,9722.222222222223
10260,Jalahalli East,1010.0,2,1,52.0,2,5148.514851485149
10261,Electronic City,630.0,1,1,46.0,1,7301.587301587301
10263,Kaval Byrasandra,1025.0,2,1,60.0,2,5853.658536585366
10264,Hennur Road,1195.0,2,2,59.0,2,4937.238493723849
10265,Whitefield,1012.0,2,1,58.0,2,5731.225296442688
10266,Hegde Nagar,1884.0,4,2,118.0,3,6263.2696390658175
10268,Kathriguppe,1300.0,3,2,77.99,3,5999.230769230769
10269,other,2950.0,4,2,250.0,4,8474.57627118644
10270,Harlur,1710.0,3,3,85.0,3,4970.7602339181285
10271,Uttarahalli,1500.0,3,1,68.0,3,4533.333333333333
10272,Kodichikkanahalli,1310.0,2,2,53.0,3,4045.8015267175574
10274,Hoodi,1350.0,3,2,70.0,3,5185.185185185185
10275,other,1464.0,2,2,115.0,3,7855.191256830601
10276,other,715.0,2,1,29.0,3,4055.944055944056
10281,other,1385.0,3,3,90.0,3,6498.194945848375
10282,CV Raman Nagar,1040.0,2,1,50.0,2,4807.692307692308
10283,Haralur Road,1817.0,3,2,110.0,3,6053.935057787562
10284,other,1205.0,2,1,47.0,2,3900.414937759336
10286,other,1070.0,2,1,52.0,2,4859.813084112149
10287,Amruthahalli,1340.0,2,1,75.0,2,5597.014925373134
10288,Kalena Agrahara,980.0,2,2,35.0,2,3571.4285714285716
10289,8th Phase JP Nagar,1006.0,2,0,44.0,2,4373.75745526839
10290,Thanisandra,1098.0,2,1,71.0,2,6466.302367941712
10291,other,1200.0,2,1,53.5,2,4458.333333333333
10292,Thigalarapalya,4190.0,4,3,325.0,4,7756.563245823389
10293,Sarjapur  Road,1019.0,2,1,62.0,2,6084.396467124632
10295,Anekal,1733.5,3,1,120.0,3,6922.411306605134
10296,other,1415.0,2,2,120.0,2,8480.565371024735
10298,other,1537.0,3,2,81.0,3,5270.006506180872
10299,other,1050.0,2,2,45.0,2,4285.714285714285
10300,Kanakpura Road,1452.0,3,3,55.6,3,3829.2011019283746
10301,Domlur,1246.0,2,1,95.0,2,7624.398073836276
10302,Yelahanka,1890.0,4,2,85.0,3,4497.354497354498
10303,Electronic City Phase II,972.0,2,1,40.0,2,4115.22633744856
10305,Brookefield,1500.0,5,3,160.0,4,10666.666666666666
10306,Electronic City,630.0,1,1,33.7,1,5349.20634920635
10307,Kothanur,1050.0,5,0,80.0,8,7619.047619047619
10308,other,1255.0,2,1,60.0,3,4780.876494023904
10309,Ramamurthy Nagar,1900.0,4,2,185.0,4,9736.842105263158
10310,other,2440.0,3,1,142.0,3,5819.672131147541
10311,Kanakpura Road,1938.0,3,3,92.69,3,4782.765737874097
10312,Bannerghatta Road,1711.0,3,2,125.0,3,7305.669199298656
10314,CV Raman Nagar,1392.0,2,1,95.0,2,6824.712643678161
10315,Haralur Road,1225.0,2,1,77.0,2,6285.714285714285
10316,Sarjapur  Road,3418.0,3,3,235.0,4,6875.365710942071
10317,Green Glen Layout,1750.0,3,2,120.0,3,6857.142857142857
10318,Subramanyapura,1260.0,2,1,80.0,3,6349.206349206349
10319,Sarjapur  Road,691.0,1,1,31.1,1,4500.723589001447
10321,Haralur Road,1285.0,2,1,78.0,2,6070.038910505837
10322,Hebbal,1590.0,3,2,96.0,3,6037.735849056604
10323,9th Phase JP Nagar,1571.0,3,2,65.0,3,4137.492043284532
10324,Hebbal Kempapura,2800.0,5,1,220.0,5,7857.142857142857
10325,Garudachar Palya,1060.0,2,1,48.66,2,4590.566037735849
10326,Hennur,1255.0,2,1,58.0,2,4621.5139442231075
10327,other,702.0,4,0,65.0,4,9259.25925925926
10328,other,2400.0,2,2,185.0,3,7708.333333333333
10329,Bannerghatta Road,1520.0,2,3,81.0,3,5328.9473684210525
10330,Kanakpura Road,1530.0,3,2,70.99,3,4639.869281045751
10331,other,1170.0,2,1,45.51,2,3889.74358974359
10332,OMBR Layout,1580.0,3,2,75.0,3,4746.835443037975
10333,Ardendale,1777.26,3,2,89.0,3,5007.7084950991975
10334,Raja Rajeshwari Nagar,1303.0,2,2,55.78,2,4280.890253261704
10335,Kodichikkanahalli,1680.0,2,3,59.0,2,3511.904761904762
10336,Whitefield,1495.0,2,2,70.0,3,4682.274247491639
10337,Yelahanka,1835.0,3,1,108.0,3,5885.558583106267
10338,Banjara Layout,610.0,3,1,60.0,3,9836.065573770491
10339,other,1080.0,2,2,38.0,2,3518.5185185185187
10341,Haralur Road,1225.0,2,1,67.48,2,5508.571428571428
10342,Balagere,656.0,1,1,34.77,1,5300.304878048782
10343,Sarjapur  Road,994.0,2,2,45.0,2,4527.162977867203
10344,other,1025.0,2,1,65.0,2,6341.463414634146
10345,Marathahalli,1156.0,2,2,52.0,2,4498.269896193771
10346,JP Nagar,1250.0,2,2,60.0,2,4800.0
10347,Kundalahalli,3092.0,4,3,230.0,4,7438.551099611902
10348,Hegde Nagar,1930.0,4,2,122.0,3,6321.243523316062
10349,other,1020.0,2,1,70.0,2,6862.745098039216
10350,Kumaraswami Layout,1310.0,2,1,70.0,3,5343.511450381679
10351,Jalahalli,612.0,1,0,27.565,1,4504.084967320261
10352,Kanakpura Road,1322.0,2,3,70.0,2,5295.00756429652
10353,Kothanur,1160.0,2,2,57.0,2,4913.793103448276
10354,other,1100.0,2,2,48.0,2,4363.636363636364
10355,Lakshminarayana Pura,1720.0,3,3,150.0,3,8720.93023255814
10356,Hosur Road,1689.0,3,2,103.0,3,6098.283007696862
10357,Chikkalasandra,1090.0,2,1,47.42,2,4350.45871559633
10358,KR Puram,2000.0,2,0,75.0,2,3750.0
10359,other,1155.0,2,2,69.0,2,5974.025974025974
10360,other,4000.0,6,0,230.0,6,5750.0
